Setup,Punishment,Alpha,Beta,Average Loss,Last Epoch Loss,is Loss min,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Energy,Last Epoch Energy,Average Reward,Total Reward,First 10 Avg Time,Last 10 Avg Time,First 10 Avg Energy,Last 10 Avg Energy,First 10 Avg Safe Fail,Last 10 Avg Safe Fail,First 10 Avg Task Fail,Last 10 Avg Task Fail
1,1,10,2,-20.1137,-41.724953,0,9944,0.0786921307869213,10001,0.3787621237876212,0.050358541844415,0.0245118261528571,0.0921444184662696,0.0975701237428583,-1.022161268351529,-9.24724889734298,0.1228271968174047,0.0259306768369523,0.0462778608182733,0.1009113785759739,0.2,0.6,1.3,0.0
1,1,10,5,-22.384274,-44.959724,0,9951,0.0902909709029097,10000,0.3790620937906209,0.0504024551225837,0.0295507733671428,0.0918137747177792,0.1148801433069773,-1.1701500227907031,-12.96555299905488,0.1608982100770952,0.0274283265644285,0.0441956194716777,0.1066323634119343,0.1,0.3,1.1,0.0
1,1,10,20,-32.546463,-77.413345,0,9877,0.0967903209679032,9997,0.382961703829617,0.0503576945758995,0.0281688072999999,0.0921979680766731,0.11300665886096,-1.9291335722847192,-16.934427346096,0.1400452724908571,0.0265358032680476,0.0513964811994163,0.1057684347345306,0.3,0.4,0.7,0.0
1,1,20,1,-42.952023,-58.190685,0,9924,0.0803919608039196,10001,0.3780621937806219,0.0570909210386379,0.0313714489333333,0.0901816995803267,0.0862595121639366,-1.8607249126451704,-16.565616922120658,0.1448052974160476,0.0481520844308095,0.0429519373880973,0.0925487158886612,0.1,0.7,1.2,0.0
1,1,20,2,-27.999422,-38.222652,0,9911,0.0874912508749125,10001,0.3534646535346465,0.0646115808701149,0.0320468587666666,0.0864065425655664,0.0754609520624387,-1.857354013051555,-14.733127587821084,0.1876802088950714,0.030640910896,0.0373670010504209,0.0908000018069351,0.5,0.6,0.7,0.0
1,1,20,5,-34.62535,-85.56012,0,9840,0.1016898310168983,9999,0.3774622537746225,0.0521379634525363,0.0274040981666666,0.0910324528306989,0.1115487336462193,-2.081338873876659,-23.679951637577208,0.1446268734643333,0.02794379633,0.0493535768775036,0.0992344932106538,0.6,0.5,1.0,0.0
1,1,20,10,-44.791634,-81.8212,0,9904,0.0982901709829017,9999,0.3838616138386161,0.0499844126969368,0.0358573146357142,0.0922263415921323,0.0961530080089921,-2.344370958812012,-22.816333065369864,0.1775428040006666,0.0265836173711904,0.0401676891068305,0.1003723766275094,0.2,0.3,1.3,0.0
1,10,1,1,-6.8559246,-8.201446,0,9927,0.0628937106289371,9896,0.0373962603739626,0.3184227288474941,0.22585358,0.0137651518350654,0.0052719392517618,-0.3321878806825592,-2.3112551925176184,0.2063061488568571,0.351670035625,0.0438417898189422,0.0083021765751673,0.3,0.0,0.6,0.0
1,10,1,2,-14.509352,-33.010796,0,9826,0.0623937606239376,9803,0.0362963703629637,0.3223807320098198,0.3381166875,0.0135799177113468,0.0098924565078093,-0.6583413817309871,-6.861258315078092,0.1648683689196666,0.3556988642316667,0.0434850258639214,0.0084884651404135,0.5,0.0,0.7,0.0
1,10,1,5,-35.81096,-105.9398,0,9919,0.0665933406659334,9919,0.0397960203979602,0.3213252480733631,0.469785285,0.0136009941304976,0.0070537677736986,-1.6202272344973194,-23.55980192773698,0.1279996068210238,0.3337214552033333,0.0471048606027387,0.0091483685071842,0.1,0.0,1.0,0.0
1,10,1,10,-72.58541,-103.584435,0,9993,0.0615938406159384,9940,0.0445955404459554,0.3226245199360133,0.26516374875,0.013294433649392,0.0109880703590586,-3.2395396330095365,-26.626255578590587,0.1095787117579047,0.362688766125,0.0476593683828916,0.0086557851457569,0.5,0.0,1.1,0.1
1,10,1,20,-147.92278,-419.50137,0,9975,0.0767923207679232,9905,0.050994900509949,0.3197670708565041,0.431473765,0.0138012342579168,0.0076233313219203,-6.4091426513880005,-86.37098631321919,0.1346937780642857,0.3897885820533333,0.04757352094278,0.0116349044841256,0.2,0.0,0.7,0.0
1,10,2,1,-6.5584474,-11.415369,0,9856,0.0590940905909409,9848,0.0375962403759624,0.3228187870905248,0.2829590075,0.0135115702476309,0.0077880530995578,-0.3498419275857845,-2.9853511369911563,0.1445308121687857,0.34895508335,0.0514000847957499,0.0097455145999442,0.0,0.0,0.5,0.0
1,10,2,5,-37.050873,-72.10057,0,9793,0.0667933206679332,9835,0.0367963203679632,0.3219299266899695,0.3258366499999999,0.0132079221801867,0.006824338882274,-1.6360654778102235,-16.428319277645482,0.1572461066059285,0.371312313,0.0475435990948349,0.0079066368851615,0.3,0.0,0.8,0.0
1,10,2,10,-54.51873,-115.47304,0,9454,0.0714928507149285,9713,0.0480951904809519,0.3212494580609532,0.3041248749999999,0.0140170269123836,0.0132794071034371,-3.240528634434328,-30.678075642068737,0.1163860810758571,0.30109775375,0.0470980311408414,0.0093191722125288,0.5,0.0,0.7,0.0
1,10,2,20,-126.43866,-159.20044,0,9924,0.0777922207779222,9690,0.0477952204779522,0.3083642207587017,0.26209216125,0.013975575669445,0.00817855457349,-6.195235566512911,-52.5820033414698,0.1484772908069762,0.28832973714,0.0454631479277542,0.0102767609984607,0.2,0.0,1.1,0.0
1,10,5,1,-5.3135395,-7.426194,0,9940,0.0595940405959404,7330,0.0384961503849615,0.2525462003311502,0.13976278875,0.0198246738653568,0.0153032085915683,-0.3516695696579336,-2.162788317078418,0.1219942285824762,0.2355325940477857,0.0518965877453777,0.0169404162737046,0.2,0.0,0.9,0.0
1,10,5,2,-15.494602,-34.51804,0,9992,0.0600939906009399,9944,0.0375962403759624,0.3182097555218272,0.38075808,0.0140426107168304,0.0089911685629318,-0.7066325646278075,-8.064720028146592,0.1592165098857857,0.333608505,0.0483283974894142,0.0084404593750346,0.4,0.0,0.7,0.1
1,10,5,10,-73.032455,-171.85046,0,9870,0.0720927907209279,9918,0.0470952904709529,0.3187375285934323,0.37060619,0.0142312634044219,0.0078190033443058,-3.2585316029564386,-37.45156916721529,0.1614091488628809,0.37897620375,0.0451603848364842,0.0091985901827906,0.3,0.0,0.7,0.0
1,10,5,20,-135.3707,-218.54358,0,9987,0.0816918308169183,9987,0.0550944905509449,0.3150433999644509,0.2517350024999999,0.0142552233854612,0.0089894319363071,-6.372144116216306,-50.79647209681536,0.1215611167051904,0.3571902350266666,0.0421394798707015,0.0089039115173574,0.4,0.0,1.2,0.0
1,10,10,1,-9.51645,-24.377468,0,9998,0.0582941705829417,9736,0.0372962703729627,0.2303770059912319,0.35095434875,0.025115911022665,0.0147515562639027,-0.4815361162178834,-4.9846991138902785,0.1969740335195238,0.2942948825923571,0.043573689024039,0.0207630312216816,0.3,0.0,0.5,0.1
1,10,10,2,-15.885838,-23.468126,0,10000,0.0570942905709429,9959,0.0383961603839616,0.2429664925653347,0.10667896375,0.0262805343974862,0.0307984568187287,-0.7487383291055346,-5.213424956872875,0.1986207461413095,0.2194297531249999,0.0409739525964183,0.0223509532636121,0.3,0.0,0.8,0.1
1,10,10,5,-37.495052,-80.87718,0,9902,0.0612938706129387,9960,0.0460953904609539,0.3181713554411928,0.31380899,0.0143035506923329,0.005603717966515,-1.733892284129292,-16.250821296651505,0.1825697700538095,0.32673582317,0.0432869284479312,0.0090700216814912,0.6,0.0,0.8,0.0
1,10,10,20,-124.71269,-300.11603,0,10000,0.0816918308169183,9563,0.0558944105589441,0.3141211264744303,0.3702901425,0.0146859160809044,0.0075945140792649,-6.429281690297671,-74.81747990792651,0.1978356442097142,0.33313082075,0.0429387953009783,0.007604839545827,0.3,0.0,0.6,0.1
1,10,20,1,-10.5538435,-14.566259,0,9838,0.0560943905609439,9906,0.0444955504449555,0.2947793358729438,0.3492340124999999,0.0182788051924951,0.0098523583662676,-0.6603554397228478,-5.462811798253525,0.1394533294612857,0.2522235141875,0.0430376790849593,0.0190165338589096,0.3,0.0,1.3,0.0
1,10,20,2,-21.14031,-34.70829,0,9961,0.05999400059994,9871,0.0471952804719528,0.2391221241338391,0.24332062375,0.0276267156573024,0.0162504629202261,-1.030778561413726,-8.116505059045235,0.1775253987827619,0.263923695625,0.0458977944539863,0.0208935568092819,0.4,0.0,0.5,0.0
1,10,20,5,-38.910492,-83.35901,0,9905,0.0628937106289371,9996,0.0542945705429457,0.3008537571453872,0.35938280125,0.0181758641539153,0.0100886947076088,-1.867786068805246,-19.986879004021777,0.1753152681164285,0.3731557956875,0.0434520904838695,0.0101444945587536,0.4,0.1,0.8,0.0
1,10,20,10,-73.3005,-249.64926,0,9968,0.0711928807119288,9949,0.0544945505449455,0.3086115552802955,0.5434706975,0.0167555255154488,0.0088792678869725,-3.421226063111919,-56.12292332739451,0.1390059386186428,0.2961372009999999,0.0470739562439138,0.0090290853862102,0.4,0.0,0.6,0.0
1,100,1,1,-7.6744804,-12.1679125,0,9773,0.0597940205979402,9740,0.0350964903509649,0.3231902484723698,0.33958307,0.0130131870367131,0.0096596740648211,-0.3362034355090831,-3.492427440648211,0.1264908042329285,0.3658068104766667,0.0394287858129536,0.0088453358813872,0.5,0.0,1.1,0.0
1,100,1,2,-13.848262,-31.744247,0,9289,0.0641935806419358,9475,0.041995800419958,0.319938776679013,0.4240553274999999,0.0137236531714471,0.0082355127073109,-0.653601206529469,-8.563461677073109,0.1658641212536428,0.35984169086,0.0497892434737918,0.0102893414110055,0.0,0.0,0.4,0.0
1,100,1,5,-33.317947,-64.57387,0,9959,0.0651934806519348,9569,0.0422957704229577,0.3223930198507206,0.333640985,0.0135305253445264,0.007892406272325,-1.6254956245981296,-16.76097331272325,0.1472664967480238,0.343525742,0.0429176383351909,0.0087049355213373,0.4,0.0,1.1,0.0
1,100,1,10,-73.410034,-129.64296,0,9948,0.0578942105789421,9948,0.0334966503349665,0.3198543233273551,0.480378315,0.013405573977881,0.0097801257979277,-3.2119488072514137,-48.13563275797927,0.1521169611424762,0.3246350103749999,0.0474077695071508,0.0079521349147827,0.4,0.0,0.7,0.0
1,100,1,20,-139.90617,-194.99495,0,9799,0.0658934106589341,9826,0.0376962303769623,0.3187198780258742,0.3129830275,0.0138185549652307,0.0081166673463869,-6.388216115482697,-62.67777217346387,0.106364994096238,0.33060715605,0.0514347594648119,0.0092601549680236,0.2,0.0,0.8,0.0
1,100,2,1,-7.508071,-13.407843,0,9536,0.0651934806519348,9236,0.0344965503449655,0.3209563130844718,0.2914831,0.0135215527985639,0.0074634750989322,-0.3479994186815993,-3.064100501978645,0.1777618879425476,0.338467012125,0.0351686099334407,0.0081407742974425,0.6,0.0,0.8,0.0
1,100,2,5,-34.713234,-62.29189,0,9998,0.0621937806219378,9666,0.035996400359964,0.321672196189525,0.3046181125,0.0132816585916824,0.0066188812758889,-1.6349242981309875,-15.36328325051778,0.1480020415522857,0.3376283870625,0.0445880573111367,0.0088026738805089,0.3,0.0,0.7,0.1
1,100,2,10,-71.33253,-115.14317,0,9957,0.0662933706629337,8009,0.0392960703929607,0.3196799659409738,0.26028565,0.0139270560327903,0.0114292057004251,-3.2246537714753236,-26.257149114008502,0.1139804576417381,0.365132506375,0.0538096165742949,0.0087249649835175,0.3,0.0,0.6,0.0
1,100,2,20,-96.941154,-120.54956,0,9897,0.0650934906509349,9959,0.0402959704029597,0.3214483676782501,0.3074004275,0.0137358199204579,0.0087524822078405,-6.456438993405917,-61.65513514415681,0.1865716055491666,0.31588796759,0.0425582660623396,0.0090441502840798,0.1,0.0,0.6,0.0
1,100,5,1,-5.028973,-11.459337,0,9569,0.0621937806219378,8575,0.0386961303869613,0.2829983177591485,0.3207388274999999,0.0173933910575792,0.0118007005851157,-0.369965273047047,-3.797423304255789,0.1744341427812143,0.2869225265,0.0467048112154605,0.0113903924113756,0.2,0.0,0.9,0.0
1,100,5,2,-15.130559,-35.888107,0,9971,0.0606939306069393,9680,0.0353964603539646,0.3164215652878903,0.3659130449999999,0.0140558804265702,0.0074556822819805,-0.7031225327086325,-7.691045014099027,0.1159424779516666,0.336774127,0.0453091356357368,0.0096322766661214,0.5,0.0,0.7,0.0
1,100,5,10,-73.57435,-208.94888,0,9874,0.0661933806619338,9475,0.038996100389961,0.3206800372735594,0.4520125249999999,0.0139446175250485,0.0098580785657665,-3.2765234603608357,-45.69415642828832,0.1654914389923571,0.3744787482258333,0.0482690685349016,0.011285458872219,0.2,0.0,0.5,0.0
1,100,5,20,-107.59412,-151.18677,0,9828,0.0636936306369363,9977,0.0402959704029597,0.3242708948362415,0.4771436575,0.0134834484915006,0.0060301559425808,-6.5528351391823065,-95.73023929712906,0.1288600197738333,0.345504016,0.0424950421745975,0.0081072933491206,0.4,0.0,0.9,0.0
1,100,10,1,-10.938509,-21.400341,0,9598,0.0560943905609439,8946,0.0365963403659634,0.2329660965202954,0.1646990812499999,0.0270854769835639,0.0367918437122108,-0.5038208663559344,-5.326175183721081,0.1999834780842857,0.2158547344916666,0.0378165920310506,0.0300528973757943,0.3,0.0,1.0,0.0
1,100,10,2,-11.107612,-17.685085,0,7378,0.0620937906209379,9725,0.0356964303569643,0.2718398888746085,0.3063992,0.0214504533622817,0.013506012078112,-0.7581843113720353,-7.478585207811206,0.1724441352718333,0.25269107025,0.0437312793362004,0.0236159092610431,0.4,0.0,1.1,0.0
1,100,10,5,-39.477604,-64.555534,0,9891,0.0588941105889411,9822,0.0348965103489651,0.3220569911333195,0.2828508749999999,0.013301637607825,0.0096209263574345,-1.7433013317448576,-15.10463638574346,0.166712661947,0.321816835,0.0530026619180371,0.0085620908294071,0.5,0.0,0.3,0.0
1,100,10,20,-143.75777,-159.95969,0,9846,0.0594940505949405,9996,0.0380961903809619,0.3203472037490869,0.17488443,0.0132391030871376,0.0054871726593336,-6.539335105853122,-35.52560326593336,0.1358658843296904,0.28108933925,0.0476786255830826,0.0082989937967517,0.4,0.1,1.0,0.0
1,100,20,1,-10.936706,-22.912539,0,9929,0.0591940805919408,9977,0.0346965303469653,0.2529365311015762,0.295150263125,0.0188517270734062,0.0112336556946349,-0.6299710725696991,-5.198233770176982,0.1699175102369285,0.297245871375,0.0384511817318485,0.012518004920802,0.3,0.0,1.2,0.0
1,100,20,2,-17.938492,-41.958935,0,9392,0.0593940605939406,7411,0.034996500349965,0.2873188932925373,0.3668406599999999,0.0189221046289294,0.021108934883432,-0.9530798791636635,-11.558600176686404,0.1650698192671428,0.297704259125,0.038853118648465,0.0154544139182544,0.5,0.0,0.7,0.0
1,100,20,5,-33.54674,-69.696945,0,9991,0.0607939206079392,9947,0.0351964803519648,0.2686710891001324,0.2606352024666666,0.0160577290550196,0.0169175803089,-1.6645100266010582,-16.415276185113346,0.1520822136553333,0.2813555129733333,0.0512431164271886,0.0129349911774691,0.2,0.0,0.7,0.0
1,100,20,10,-77.56193,-252.41934,0,9955,0.0624937506249375,9971,0.0344965503449655,0.3227532532635121,0.5157134725000001,0.0135454780883746,0.0073340121763475,-3.498442094402608,-53.0381496852695,0.1529908921941666,0.35624111675,0.0416493636778016,0.0076335883185179,0.6,0.0,0.5,0.0
1,1000,1,1,-9.333254,-15.436777,0,9880,0.0592940705929407,9842,0.0352964703529647,0.3233372171937495,0.310552165,0.0131098278130485,0.0071974388012196,-0.3364470450067978,-3.1774960380121966,0.1508816113325476,0.312103984,0.0406836073296328,0.0080436401182197,0.5,0.0,0.6,0.0
1,1000,1,2,-16.503494,-15.165567,0,9965,0.0611938806119388,9553,0.0381961803819618,0.3242300354639967,0.23802051,0.0134869135406262,0.0110234188872693,-0.6619469844686193,-4.8706443888726945,0.2010207626217857,0.2803200559365714,0.0375608103291358,0.0095271464828814,0.3,0.0,0.7,0.0
1,1000,1,5,-36.966957,-70.692764,0,9708,0.0594940505949405,9983,0.0380961903809619,0.322825844263197,0.3513799200285714,0.0136619842387089,0.0146318357545992,-1.6277912055546806,-17.715314358974567,0.1354811808501904,0.3514491627678571,0.0410957115969766,0.0100087725818721,0.5,0.0,1.4,0.0
1,1000,1,10,-74.495316,-135.54385,0,9997,0.0601939806019398,9962,0.036996300369963,0.3214740129992569,0.30234938,0.0133991682895257,0.0085875772952993,-3.2281392982821067,-30.32081377295299,0.1407284546253571,0.3477597343749999,0.0491010723829938,0.0090390144710254,0.5,0.0,0.8,0.1
1,1000,1,20,-149.09373,-358.00714,0,9968,0.0636936306369363,9999,0.0394960503949605,0.3226688023090871,0.4151478175,0.0135192204816251,0.009251342798394,-6.466895266663382,-83.12207692798395,0.1545168523429523,0.37004586625,0.0518579224485025,0.0085027528428275,0.2,0.1,0.4,0.0
1,1000,2,1,-8.480998,-13.721649,0,10000,0.0624937506249375,9727,0.0386961303869613,0.3186059224077514,0.2821605125,0.0143230436215103,0.0064824830938125,-0.3472520096507728,-2.9512547868762504,0.145880334406119,0.3194557875,0.0458668796608681,0.0083482089232304,0.4,0.0,1.0,0.1
1,1000,2,5,-38.23298,-53.464275,0,9886,0.0661933806619338,9814,0.03999600039996,0.3168698166928301,0.2243469637499999,0.0142087068455328,0.0062611125672354,-1.6127664971552227,-11.342570438844708,0.1679253102115952,0.31063258375,0.0462092005682036,0.0078670360822368,0.7,0.0,0.6,0.0
1,1000,2,10,-72.40221,-180.11641,0,8605,0.0630936906309369,9284,0.0435956404359564,0.3215672341793721,0.448963365,0.0135875628642326,0.0102083768344888,-3.242847467522193,-45.10050403668978,0.144327590236119,0.3644784391157142,0.0461684831536716,0.0096715050601407,0.2,0.0,0.8,0.0
1,1000,2,20,-143.07881,-413.93292,0,9794,0.060993900609939,9927,0.0363963603639636,0.324141245014103,0.5133462652333334,0.013184879611606,0.0199298194141995,-6.5091946595052725,-103.06784943495066,0.1761423025860714,0.3230253156221904,0.0403626430664847,0.0102226209505023,0.1,0.0,0.5,0.0
1,1000,5,1,-9.7753105,-20.438541,0,9946,0.0568943105689431,9912,0.0350964903509649,0.3088797592444059,0.36777602,0.0148910227157507,0.0099056734306129,-0.3833348728231594,-4.173043871530647,0.1396155050622619,0.3347586683125,0.0439930067544973,0.0125802261373034,0.3,0.0,0.9,0.0
1,1000,5,2,-13.057535,-23.976505,0,9811,0.062993700629937,9858,0.0384961503849615,0.3000846558263091,0.30058762375,0.0172301554647155,0.0110222403752488,-0.6863200889761968,-6.562864493762442,0.1395968544843333,0.38294369575,0.0508989779619731,0.0103047637871026,0.4,0.0,0.8,0.0
1,1000,5,10,-60.36314,-105.66925,0,9919,0.05999400059994,9983,0.0370962903709629,0.2766991806754771,0.2224790924999999,0.01470981827531,0.0104107770134434,-2.840540898131322,-22.76844810067217,0.1373221255749999,0.295347713375,0.0461966875652382,0.0112505119507556,0.6,0.0,0.5,0.0
1,1000,5,20,-149.43011,-215.73479,0,9755,0.0607939206079392,9984,0.0363963603639636,0.3243424096175498,0.27238881,0.0132327147592278,0.0080141211528339,-6.5530117661471605,-54.8784680576417,0.1519362744001428,0.3206069225,0.0471048584317051,0.009002481225801,0.2,0.0,0.8,0.0
1,1000,10,1,-9.823558,-16.960693,0,9858,0.0530946905309469,9539,0.0362963703629637,0.2615717178996584,0.243986681875,0.0167276420330192,0.014825887805716,-0.4288481382298522,-3.922455599321605,0.1414869465016904,0.289948707375,0.0588495037442417,0.011252092247079,0.3,0.0,0.2,0.0
1,1000,10,2,-15.194075,-30.260204,0,9981,0.0577942205779422,9738,0.0351964803519648,0.2899097438785156,0.35731027,0.0182798832224705,0.0175015043568877,-0.7626183199817335,-8.89635583568877,0.156755484004119,0.3082336164375,0.0512461989266527,0.0206448919524092,0.2,0.0,0.6,0.0
1,1000,10,5,-36.54814,-108.53268,0,9702,0.0588941105889411,9977,0.0358964103589641,0.3184423248874967,0.4932275925,0.0135607000846725,0.0065266582426606,-1.7278186252842085,-25.314045449266068,0.1604273702839523,0.3721930974999999,0.0430767008688127,0.0085832450501425,0.4,0.0,0.7,0.0
1,1000,10,20,-139.84366,-221.49712,0,9809,0.0650934906509349,9863,0.0400959904009599,0.3200371141060883,0.2430755324999999,0.0136667029810207,0.0075313549310787,-6.5374093119319765,-49.36824199310787,0.1410384252595238,0.2932039546728571,0.046307227719773,0.0102654060851972,0.2,0.0,0.5,0.0
1,1000,20,1,-15.901579,-46.84438,0,9950,0.0524947505249475,9954,0.0302969703029697,0.2350355830654414,0.319772268125,0.0261001327662747,0.0386733623519758,-0.7570382383909385,-10.932395151645178,0.1594663195848095,0.2490982911249999,0.0406834339847726,0.0258660447169121,0.4,0.0,1.0,0.0
1,1000,20,2,-19.535208,-35.083374,0,9897,0.055994400559944,9402,0.0331966803319668,0.2383114904793579,0.2391445206249999,0.0236977693324622,0.0180376032855067,-0.9505783676079596,-8.390411069601342,0.1865911053376428,0.268384908125,0.0495361229879341,0.0177606521558411,0.4,0.0,0.7,0.0
1,1000,20,5,-38.507767,-63.870686,0,9745,0.0606939306069393,9871,0.0365963403659634,0.308543843782586,0.3269953525,0.0154991070572333,0.0098169884722133,-1.8527013600575912,-18.31316531944268,0.0983024839262381,0.31449523175,0.0487336203824356,0.0113478610457075,0.4,0.0,1.2,0.0
1,1000,20,10,-77.490875,-109.7297,0,9993,0.0602939706029397,9993,0.0358964103589641,0.3204474323959465,0.2798942062499999,0.0135102716461273,0.0103760254975649,-3.474679756881996,-30.064625724512997,0.1231506526590952,0.359583552755,0.0515451257810998,0.0090147499235742,0.3,0.1,0.6,0.1
3,10,1,1,-144.54164,-292.92728,0,9884,0.0760923907609239,10001,0.3810618938106189,0.0492782592486222,0.027044539,0.0917046922760905,0.0999210656089289,-7.406754370517387,-56.319779036941696,0.1818672679140238,0.0279813334933333,0.0379531512994575,0.0987397515853139,0.2,0.8,1.2,0.0
3,10,1,2,-116.993065,-192.9677,0,9904,0.0681931806819318,10001,0.3818618138186181,0.0485273753608371,0.0263366865,0.091272055862475,0.1019923524843473,-5.87071103906142,-44.79953769970688,0.130197719567,0.0314513667566666,0.0433653472188395,0.0984168842134124,0.5,0.5,0.7,0.0
3,10,1,5,-61.129475,-169.19441,0,9752,0.0701929807019298,10000,0.3705629437056294,0.0572226202786348,0.0256598467019047,0.0895667259364538,0.1014265096103133,-3.745647234809901,-44.15721417019939,0.1250456610520238,0.0258098491717381,0.0368345584434514,0.1007258938148674,0.9,0.8,0.8,0.0
3,10,1,10,-24.157404,-36.096703,0,9764,0.0711928807119288,10001,0.2685731426857314,0.1283432422432092,0.0416719894833333,0.0648175826648226,0.0747337341064071,-1.9708057063716615,-12.902356746219128,0.2191540205460476,0.0889250806858333,0.0332193945288771,0.0792094534328928,0.3,0.4,0.8,0.0
3,10,1,20,-17.710928,-25.622961,0,9917,0.0633936606339366,9725,0.050994900509949,0.2329218097638906,0.27805845125,0.0280435336942684,0.0260430845096541,-0.8829676187220482,-7.213358971583728,0.1283752009066428,0.25907703925,0.0551179740454696,0.02404953811136,0.3,0.0,0.7,0.0
3,10,2,1,-76.31556,-165.49554,0,9976,0.0783921607839216,10000,0.2972702729727027,0.1100589295587919,0.0508413229,0.0755301824735334,0.0956615584226436,-4.801958369817706,-44.073078142578886,0.1538135842346428,0.0475884618102857,0.0382789101792655,0.0910870893354747,0.7,0.3,1.2,0.0
